STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/01/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/02/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/03/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/04/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/05/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/06/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/07/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/08/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/09/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/10/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/11/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/12/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/13/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/14/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/15/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/16/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/17/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/18/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/19/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/20/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/21/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/22/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/23/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/24/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/25/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/26/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/27/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/28/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/29/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/30/2020,,,,,,,,
US10doug006,"OMAHA 2.9 W, NE US",41.2658,-95.9927,366.1,01/31/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/01/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/02/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/03/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/04/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/05/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/06/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/07/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/08/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/09/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/10/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/11/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/12/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/13/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/14/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/15/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/16/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/17/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/18/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/19/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/20/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/21/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/22/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/23/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/24/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/25/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/26/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/27/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/28/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/29/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/30/2020,,,,,,,,
US10doug059,"OMAHA 13.2 WSW, NE US",41.206038,-96.181161,,01/31/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/01/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/02/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/03/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/04/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/05/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/06/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/07/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/08/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/09/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/10/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/11/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/12/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/13/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/14/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/15/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/16/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/17/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/18/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/19/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/20/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/21/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/22/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/23/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/24/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/25/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/26/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/27/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/28/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/29/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/30/2020,,,,,,,,
US1Dund1896,"BOYS TOWN 1.98 NNE, NE US",41.283522,-96.12327099,,01/31/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/01/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/02/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/03/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/04/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/05/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/06/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/07/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/08/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/09/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/10/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/11/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/12/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/13/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/14/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/15/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/16/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/17/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/18/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/19/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/20/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/21/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/22/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/23/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/24/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/25/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/26/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/27/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/28/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/29/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/30/2020,,,,,,,,
US1NEDG0008,"OMAHA 7.0 W, NE US",41.27451324,-96.14625549,382.8,01/31/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/11/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/13/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/14/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/17/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/18/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/22/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/23/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/24/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/25/2020,,,,,,,,
US1NEDG0016,"OMAHA 5.6 NNE, NE US",41.33743286,-95.9644165,356.6,01/29/2020,,,,,,,,
US10doug046,"OMAHA 6.0 WNW, NE US",41.30027,-96.039777,,01/01/2020,,,,,,,,
US10doug046,"OMAHA 6.0 WNW, NE US",41.30027,-96.039777,,01/02/2020,,,,,,,,
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/01/2020,,,46,",,7",25,",,7",34,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/02/2020,,,41,",,7",27,",,7",29,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/03/2020,,,41,",,7",26,",,7",28,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/04/2020,,,45,",,7",21,",,7",38,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/05/2020,,,47,",,7",27,",,7",27,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/06/2020,,,45,",,7",26,",,7",33,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/07/2020,,,48,",,7",26,",,7",28,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/08/2020,,,41,",,7",21,",,7",40,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/09/2020,,,44,",,7",27,",,7",27,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/10/2020,,,27,",,7",12,",,7",12,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/11/2020,,,26,",,7",5,",,7",16,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/12/2020,,,24,",,7",14,",,7",17,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/13/2020,,,34,",,7",17,",,7",33,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/14/2020,,,33,",,7",19,",,7",29,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/15/2020,,,29,",,7",6,",,7",6,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/16/2020,,,17,",,7",-1,",,7",14,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/17/2020,,,33,",,7",13,",,7",33,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/18/2020,,,33,",,7",8,",,7",8,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/19/2020,,,9,",,7",0,",,7",6,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/20/2020,,,8,",,7",0,",,7",2,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/21/2020,,,33,",,7",1,",,7",33,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/22/2020,,,34,",,7",33,",,7",33,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/23/2020,,,34,",,7",28,",,7",29,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/24/2020,,,30,",,7",27,",,7",27,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/25/2020,,,31,",,7",16,",,7",29,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/26/2020,,,41,",,7",23,",,7",30,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/27/2020,,,35,",,7",30,",,7",30,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/28/2020,,,30,",,7",26,",,7",27,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/29/2020,,,33,",,7",27,",,7",30,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/30/2020,,,38,",,7",30,",,7",34,",,7,2400"
USC00258795,"VALLEY 1 WNW, NE US",41.3197,-96.3672,349,01/31/2020,,,35,",,7",33,",,7",33,",,7,2400"
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/01/2020,31,"H,,S",47,",,W",22,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/02/2020,37,"H,,S",44,",,W",26,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/03/2020,32,"H,,S",42,",,W",23,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/04/2020,31,"H,,S",43,",,W",20,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/05/2020,40,"H,,S",48,",,W",26,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/06/2020,32,"H,,S",43,",,W",25,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/07/2020,35,"H,,S",49,",,W",25,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/08/2020,29,"H,,S",41,",,W",19,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/09/2020,42,"H,,S",48,",,W",27,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/10/2020,27,"H,,S",27,",,W",12,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/11/2020,13,"H,,S",24,",,W",6,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/12/2020,18,"H,,S",27,",,W",11,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/13/2020,27,"H,,S",34,",,W",18,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/14/2020,30,"H,,S",34,",,W",21,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/15/2020,26,"H,,S",31,",,W",5,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/16/2020,6,"H,,S",14,",,W",0,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/17/2020,20,"H,,S",33,",,W",12,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/18/2020,22,"H,,S",34,",,W",7,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/19/2020,6,"H,,S",9,",,W",0,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/20/2020,3,"H,,S",9,",,W",-2,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/21/2020,7,"H,,S",31,",,W",0,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/22/2020,31,"H,,S",34,",,W",31,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/23/2020,33,"H,,S",34,",,W",31,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/24/2020,31,"H,,S",32,",,W",27,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/25/2020,28,"H,,S",32,",,W",22,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/26/2020,31,"H,,S",43,",,W",28,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/27/2020,34,"H,,S",36,",,W",28,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/28/2020,28,"H,,S",31,",,W",25,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/29/2020,28,"H,,S",32,",,W",26,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/30/2020,32,"H,,S",36,",,W",28,",,W",,
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",41.3102,-95.8991,299.3,01/31/2020,34,"H,,S",35,",,W",32,",,W",,
US1NEDG0035,"BENNINGTON 2.9 SSW, NE US",41.327632,-96.17473,385.6,01/11/2020,,,,,,,,
US1NEDG0035,"BENNINGTON 2.9 SSW, NE US",41.327632,-96.17473,385.6,01/17/2020,,,,,,,,
US1NEDG0035,"BENNINGTON 2.9 SSW, NE US",41.327632,-96.17473,385.6,01/22/2020,,,,,,,,
US1NEDG0035,"BENNINGTON 2.9 SSW, NE US",41.327632,-96.17473,385.6,01/23/2020,,,,,,,,
US1NEDG0035,"BENNINGTON 2.9 SSW, NE US",41.327632,-96.17473,385.6,01/29/2020,,,,,,,,
